"Meddržavne selitve po državi državljanstva in spolu, Slovenija, letno"

"LETO";"DRŽAVA DRŽAVLJANSTVA";"SPOL";"SELITVE";Meddržavne selitve
"2001";"  Švedska";"Moški";"Priseljeni iz tujine";7
"2001";"  Švedska";"Ženske";"Priseljeni iz tujine";2
"2001";"  Švica";"Moški";"Priseljeni iz tujine";12
"2001";"  Švica";"Ženske";"Priseljeni iz tujine";10
"2001";"  Ukrajina";"Moški";"Priseljeni iz tujine";78
"2001";"  Ukrajina";"Ženske";"Priseljeni iz tujine";153
"2001";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";24
"2001";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";12
"2001";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";100
"2001";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";56
"2001";"AFRIKA";"Moški";"Priseljeni iz tujine";12
"2001";"AFRIKA";"Ženske";"Priseljeni iz tujine";0
"2001";"AZIJA";"Moški";"Priseljeni iz tujine";90
"2001";"AZIJA";"Ženske";"Priseljeni iz tujine";84
"2001";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";9
"2001";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";13
"2001";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";54
"2001";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";58
"2001";"  Kanada";"Moški";"Priseljeni iz tujine";6
"2001";"  Kanada";"Ženske";"Priseljeni iz tujine";1
"2001";"  Združene države";"Moški";"Priseljeni iz tujine";44
"2001";"  Združene države";"Ženske";"Priseljeni iz tujine";47
"2001";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";4
"2001";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";10
"2001";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";13
"2001";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";7
"2001";"Neznana država";"Moški";"Priseljeni iz tujine";2
"2001";"Neznana država";"Ženske";"Priseljeni iz tujine";2
"2002";"EVROPA";"Moški";"Priseljeni iz tujine";6054
"2002";"EVROPA";"Ženske";"Priseljeni iz tujine";2763
"2002";"  Albanija";"Moški";"Priseljeni iz tujine";16
"2002";"  Albanija";"Ženske";"Priseljeni iz tujine";7
"2002";"  Avstrija";"Moški";"Priseljeni iz tujine";18
"2002";"  Avstrija";"Ženske";"Priseljeni iz tujine";9
"2002";"  Belgija";"Moški";"Priseljeni iz tujine";5
"2002";"  Belgija";"Ženske";"Priseljeni iz tujine";6
"2002";"  Bolgarija";"Moški";"Priseljeni iz tujine";13
"2002";"  Bolgarija";"Ženske";"Priseljeni iz tujine";10
"2002";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";2014
"2002";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";517
"2002";"  Èeška republika";"Moški";"Priseljeni iz tujine";11
"2002";"  Èeška republika";"Ženske";"Priseljeni iz tujine";7
"2002";"  Èrna gora";"Moški";"Priseljeni iz tujine";...
"2002";"  Èrna gora";"Ženske";"Priseljeni iz tujine";...
"2002";"  Danska";"Moški";"Priseljeni iz tujine";8
"2002";"  Danska";"Ženske";"Priseljeni iz tujine";1
"2002";"  Francija";"Moški";"Priseljeni iz tujine";22
"2002";"  Francija";"Ženske";"Priseljeni iz tujine";19
"2002";"  Hrvaška";"Moški";"Priseljeni iz tujine";911
"2002";"  Hrvaška";"Ženske";"Priseljeni iz tujine";396
"2002";"  Italija";"Moški";"Priseljeni iz tujine";64
"2002";"  Italija";"Ženske";"Priseljeni iz tujine";21
"2002";"  Kosovo";"Moški";"Priseljeni iz tujine";...
"2002";"  Kosovo";"Ženske";"Priseljeni iz tujine";...
"2002";"  Madžarska";"Moški";"Priseljeni iz tujine";14
"2002";"  Madžarska";"Ženske";"Priseljeni iz tujine";13
"2002";"  Nemèija";"Moški";"Priseljeni iz tujine";23
"2002";"  Nemèija";"Ženske";"Priseljeni iz tujine";18
"2002";"  Nizozemska";"Moški";"Priseljeni iz tujine";16
"2002";"  Nizozemska";"Ženske";"Priseljeni iz tujine";5
"2002";"  Poljska";"Moški";"Priseljeni iz tujine";8
"2002";"  Poljska";"Ženske";"Priseljeni iz tujine";5
"2002";"  Romunija";"Moški";"Priseljeni iz tujine";31
"2002";"  Romunija";"Ženske";"Priseljeni iz tujine";18
"2002";"  Ruska federacija";"Moški";"Priseljeni iz tujine";53
"2002";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";82
"2002";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";894
"2002";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";323
"2002";"  Slovenija";"Moški";"Priseljeni iz tujine";793
"2002";"  Slovenija";"Ženske";"Priseljeni iz tujine";639
"2002";"  Srbija";"Moški";"Priseljeni iz tujine";849
"2002";"  Srbija";"Ženske";"Priseljeni iz tujine";372
"2002";"  Švedska";"Moški";"Priseljeni iz tujine";12
"2002";"  Švedska";"Ženske";"Priseljeni iz tujine";6
"2002";"  Švica";"Moški";"Priseljeni iz tujine";3
"2002";"  Švica";"Ženske";"Priseljeni iz tujine";8
"2002";"  Ukrajina";"Moški";"Priseljeni iz tujine";66
"2002";"  Ukrajina";"Ženske";"Priseljeni iz tujine";203
"2002";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";12
"2002";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";8
"2002";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";198
"2002";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";70
"2002";"AFRIKA";"Moški";"Priseljeni iz tujine";13
"2002";"AFRIKA";"Ženske";"Priseljeni iz tujine";5
"2002";"AZIJA";"Moški";"Priseljeni iz tujine";81
"2002";"AZIJA";"Ženske";"Priseljeni iz tujine";77
"2002";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";14
"2002";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";18
"2002";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";37
"2002";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";44
"2002";"  Kanada";"Moški";"Priseljeni iz tujine";2
"2002";"  Kanada";"Ženske";"Priseljeni iz tujine";2
"2002";"  Združene države";"Moški";"Priseljeni iz tujine";30
"2002";"  Združene države";"Ženske";"Priseljeni iz tujine";31
"2002";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";5
"2002";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";11
"2002";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";2
"2002";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";4
"2002";"Neznana država";"Moški";"Priseljeni iz tujine";15
"2002";"Neznana država";"Ženske";"Priseljeni iz tujine";7
"2003";"EVROPA";"Moški";"Priseljeni iz tujine";6015
"2003";"EVROPA";"Ženske";"Priseljeni iz tujine";2848
"2003";"  Albanija";"Moški";"Priseljeni iz tujine";19
"2003";"  Albanija";"Ženske";"Priseljeni iz tujine";7
"2003";"  Avstrija";"Moški";"Priseljeni iz tujine";18
"2003";"  Avstrija";"Ženske";"Priseljeni iz tujine";15
"2003";"  Belgija";"Moški";"Priseljeni iz tujine";12
"2003";"  Belgija";"Ženske";"Priseljeni iz tujine";5
"2003";"  Bolgarija";"Moški";"Priseljeni iz tujine";24
"2003";"  Bolgarija";"Ženske";"Priseljeni iz tujine";13
"2003";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";1614
"2003";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";491
"2003";"  Èeška republika";"Moški";"Priseljeni iz tujine";12
"2003";"  Èeška republika";"Ženske";"Priseljeni iz tujine";13
"2003";"  Èrna gora";"Moški";"Priseljeni iz tujine";...
"2003";"  Èrna gora";"Ženske";"Priseljeni iz tujine";...
"2003";"  Danska";"Moški";"Priseljeni iz tujine";8
"2003";"  Danska";"Ženske";"Priseljeni iz tujine";2
"2003";"  Francija";"Moški";"Priseljeni iz tujine";37
"2003";"  Francija";"Ženske";"Priseljeni iz tujine";21
"2003";"  Hrvaška";"Moški";"Priseljeni iz tujine";949
"2003";"  Hrvaška";"Ženske";"Priseljeni iz tujine";333
"2003";"  Italija";"Moški";"Priseljeni iz tujine";39
"2003";"  Italija";"Ženske";"Priseljeni iz tujine";32
"2003";"  Kosovo";"Moški";"Priseljeni iz tujine";...
"2003";"  Kosovo";"Ženske";"Priseljeni iz tujine";...
"2003";"  Madžarska";"Moški";"Priseljeni iz tujine";6
"2003";"  Madžarska";"Ženske";"Priseljeni iz tujine";20
"2003";"  Nemèija";"Moški";"Priseljeni iz tujine";31
"2003";"  Nemèija";"Ženske";"Priseljeni iz tujine";25
"2003";"  Nizozemska";"Moški";"Priseljeni iz tujine";19
"2003";"  Nizozemska";"Ženske";"Priseljeni iz tujine";5
"2003";"  Poljska";"Moški";"Priseljeni iz tujine";8
"2003";"  Poljska";"Ženske";"Priseljeni iz tujine";9
"2003";"  Romunija";"Moški";"Priseljeni iz tujine";25
"2003";"  Romunija";"Ženske";"Priseljeni iz tujine";18
"2003";"  Ruska federacija";"Moški";"Priseljeni iz tujine";21
"2003";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";91
"2003";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";1100
"2003";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";459
"2003";"  Slovenija";"Moški";"Priseljeni iz tujine";694
"2003";"  Slovenija";"Ženske";"Priseljeni iz tujine";574
"2003";"  Srbija";"Moški";"Priseljeni iz tujine";1075
"2003";"  Srbija";"Ženske";"Priseljeni iz tujine";424
"2003";"  Švedska";"Moški";"Priseljeni iz tujine";10
"2003";"  Švedska";"Ženske";"Priseljeni iz tujine";4
"2003";"  Švica";"Moški";"Priseljeni iz tujine";13
"2003";"  Švica";"Ženske";"Priseljeni iz tujine";5
"2003";"  Ukrajina";"Moški";"Priseljeni iz tujine";98
"2003";"  Ukrajina";"Ženske";"Priseljeni iz tujine";149
"2003";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";22
"2003";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";17
"2003";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";161
"2003";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";116
"2003";"AFRIKA";"Moški";"Priseljeni iz tujine";18
"2003";"AFRIKA";"Ženske";"Priseljeni iz tujine";6
"2003";"AZIJA";"Moški";"Priseljeni iz tujine";99
"2003";"AZIJA";"Ženske";"Priseljeni iz tujine";97
"2003";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";22
"2003";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";24
"2003";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";46
"2003";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";46
"2003";"  Kanada";"Moški";"Priseljeni iz tujine";4
"2003";"  Kanada";"Ženske";"Priseljeni iz tujine";4
"2003";"  Združene države";"Moški";"Priseljeni iz tujine";32
"2003";"  Združene države";"Ženske";"Priseljeni iz tujine";23
"2003";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";10
"2003";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";19
"2003";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";12
"2003";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";7
"2003";"Neznana država";"Moški";"Priseljeni iz tujine";17
"2003";"Neznana država";"Ženske";"Priseljeni iz tujine";22
"2004";"EVROPA";"Moški";"Priseljeni iz tujine";7311
"2004";"EVROPA";"Ženske";"Priseljeni iz tujine";2539
"2004";"  Albanija";"Moški";"Priseljeni iz tujine";9
"2004";"  Albanija";"Ženske";"Priseljeni iz tujine";3
"2004";"  Avstrija";"Moški";"Priseljeni iz tujine";16
"2004";"  Avstrija";"Ženske";"Priseljeni iz tujine";13
"2004";"  Belgija";"Moški";"Priseljeni iz tujine";4
"2004";"  Belgija";"Ženske";"Priseljeni iz tujine";0
"2004";"  Bolgarija";"Moški";"Priseljeni iz tujine";40
"2004";"  Bolgarija";"Ženske";"Priseljeni iz tujine";8
"2004";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";2480
"2004";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";486
"2004";"  Èeška republika";"Moški";"Priseljeni iz tujine";1
"2004";"  Èeška republika";"Ženske";"Priseljeni iz tujine";8
"2004";"  Èrna gora";"Moški";"Priseljeni iz tujine";...
"2004";"  Èrna gora";"Ženske";"Priseljeni iz tujine";...
"2004";"  Danska";"Moški";"Priseljeni iz tujine";6
"2004";"  Danska";"Ženske";"Priseljeni iz tujine";2
"2004";"  Francija";"Moški";"Priseljeni iz tujine";17
"2004";"  Francija";"Ženske";"Priseljeni iz tujine";15
"2004";"  Hrvaška";"Moški";"Priseljeni iz tujine";478
"2004";"  Hrvaška";"Ženske";"Priseljeni iz tujine";320
"2004";"  Italija";"Moški";"Priseljeni iz tujine";17
"2004";"  Italija";"Ženske";"Priseljeni iz tujine";12
"2004";"  Kosovo";"Moški";"Priseljeni iz tujine";...
"2004";"  Kosovo";"Ženske";"Priseljeni iz tujine";...
"2004";"  Madžarska";"Moški";"Priseljeni iz tujine";3
"2004";"  Madžarska";"Ženske";"Priseljeni iz tujine";5
"2004";"  Nemèija";"Moški";"Priseljeni iz tujine";23
"2004";"  Nemèija";"Ženske";"Priseljeni iz tujine";20
"2004";"  Nizozemska";"Moški";"Priseljeni iz tujine";4
"2004";"  Nizozemska";"Ženske";"Priseljeni iz tujine";1
"2004";"  Poljska";"Moški";"Priseljeni iz tujine";3
"2004";"  Poljska";"Ženske";"Priseljeni iz tujine";8
"2004";"  Romunija";"Moški";"Priseljeni iz tujine";75
"2004";"  Romunija";"Ženske";"Priseljeni iz tujine";49
"2004";"  Ruska federacija";"Moški";"Priseljeni iz tujine";19
"2004";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";43
"2004";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";990
"2004";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";261
"2004";"  Slovenija";"Moški";"Priseljeni iz tujine";936
"2004";"  Slovenija";"Ženske";"Priseljeni iz tujine";638
"2004";"  Srbija";"Moški";"Priseljeni iz tujine";1948
"2004";"  Srbija";"Ženske";"Priseljeni iz tujine";423
"2004";"  Švedska";"Moški";"Priseljeni iz tujine";1
"2004";"  Švedska";"Ženske";"Priseljeni iz tujine";0
"2004";"  Švica";"Moški";"Priseljeni iz tujine";4
"2004";"  Švica";"Ženske";"Priseljeni iz tujine";5
"2004";"  Ukrajina";"Moški";"Priseljeni iz tujine";166
"2004";"  Ukrajina";"Ženske";"Priseljeni iz tujine";175
"2004";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";10
"2004";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";1
"2004";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";61
"2004";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";43
"2004";"AFRIKA";"Moški";"Priseljeni iz tujine";19
"2004";"AFRIKA";"Ženske";"Priseljeni iz tujine";9
"2004";"AZIJA";"Moški";"Priseljeni iz tujine";99
"2004";"AZIJA";"Ženske";"Priseljeni iz tujine";91
"2004";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";11
"2004";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";7
"2004";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";39
"2004";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";37
"2004";"  Kanada";"Moški";"Priseljeni iz tujine";2
"2004";"  Kanada";"Ženske";"Priseljeni iz tujine";3
"2004";"  Združene države";"Moški";"Priseljeni iz tujine";29
"2004";"  Združene države";"Ženske";"Priseljeni iz tujine";20
"2004";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";8
"2004";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";14
"2004";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";6
"2004";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";3
"2004";"Neznana država";"Moški";"Priseljeni iz tujine";0
"2004";"Neznana država";"Ženske";"Priseljeni iz tujine";0
"2005";"EVROPA";"Moški";"Priseljeni iz tujine";10927
"2005";"EVROPA";"Ženske";"Priseljeni iz tujine";3719
"2005";"  Albanija";"Moški";"Priseljeni iz tujine";15
"2005";"  Albanija";"Ženske";"Priseljeni iz tujine";3
"2005";"  Avstrija";"Moški";"Priseljeni iz tujine";82
"2005";"  Avstrija";"Ženske";"Priseljeni iz tujine";63
"2005";"  Belgija";"Moški";"Priseljeni iz tujine";17
"2005";"  Belgija";"Ženske";"Priseljeni iz tujine";11
"2005";"  Bolgarija";"Moški";"Priseljeni iz tujine";24
"2005";"  Bolgarija";"Ženske";"Priseljeni iz tujine";16
"2005";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";3718
"2005";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";589
"2005";"  Èeška republika";"Moški";"Priseljeni iz tujine";16
"2005";"  Èeška republika";"Ženske";"Priseljeni iz tujine";46
"2005";"  Èrna gora";"Moški";"Priseljeni iz tujine";...
"2005";"  Èrna gora";"Ženske";"Priseljeni iz tujine";...
"2005";"  Danska";"Moški";"Priseljeni iz tujine";11
"2005";"  Danska";"Ženske";"Priseljeni iz tujine";6
"2005";"  Francija";"Moški";"Priseljeni iz tujine";79
"2005";"  Francija";"Ženske";"Priseljeni iz tujine";61
"2005";"  Hrvaška";"Moški";"Priseljeni iz tujine";612
"2005";"  Hrvaška";"Ženske";"Priseljeni iz tujine";380
"2005";"  Italija";"Moški";"Priseljeni iz tujine";137
"2005";"  Italija";"Ženske";"Priseljeni iz tujine";53
"2005";"  Kosovo";"Moški";"Priseljeni iz tujine";...
"2005";"  Kosovo";"Ženske";"Priseljeni iz tujine";...
"2005";"  Madžarska";"Moški";"Priseljeni iz tujine";45
"2005";"  Madžarska";"Ženske";"Priseljeni iz tujine";23
"2005";"  Nemèija";"Moški";"Priseljeni iz tujine";151
"2005";"  Nemèija";"Ženske";"Priseljeni iz tujine";106
"2005";"  Nizozemska";"Moški";"Priseljeni iz tujine";33
"2005";"  Nizozemska";"Ženske";"Priseljeni iz tujine";18
"2005";"  Poljska";"Moški";"Priseljeni iz tujine";98
"2005";"  Poljska";"Ženske";"Priseljeni iz tujine";53
"2005";"  Romunija";"Moški";"Priseljeni iz tujine";189
"2005";"  Romunija";"Ženske";"Priseljeni iz tujine";114
"2005";"  Ruska federacija";"Moški";"Priseljeni iz tujine";34
"2005";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";54
"2005";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";1293
"2005";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";385
"2005";"  Slovenija";"Moški";"Priseljeni iz tujine";1037
"2005";"  Slovenija";"Ženske";"Priseljeni iz tujine";710
"2005";"  Srbija";"Moški";"Priseljeni iz tujine";2750
"2005";"  Srbija";"Ženske";"Priseljeni iz tujine";574
"2005";"  Švedska";"Moški";"Priseljeni iz tujine";14
"2005";"  Švedska";"Ženske";"Priseljeni iz tujine";5
"2005";"  Švica";"Moški";"Priseljeni iz tujine";3
"2005";"  Švica";"Ženske";"Priseljeni iz tujine";6
"2005";"  Ukrajina";"Moški";"Priseljeni iz tujine";129
"2005";"  Ukrajina";"Ženske";"Priseljeni iz tujine";243
"2005";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";79
"2005";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";35
"2005";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";361
"2005";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";165
"2005";"AFRIKA";"Moški";"Priseljeni iz tujine";21
"2005";"AFRIKA";"Ženske";"Priseljeni iz tujine";10
"2005";"AZIJA";"Moški";"Priseljeni iz tujine";105
"2005";"AZIJA";"Ženske";"Priseljeni iz tujine";112
"2005";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";10
"2005";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";10
"2005";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";53
"2005";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";52
"2005";"  Kanada";"Moški";"Priseljeni iz tujine";4
"2005";"  Kanada";"Ženske";"Priseljeni iz tujine";4
"2005";"  Združene države";"Moški";"Priseljeni iz tujine";40
"2005";"  Združene države";"Ženske";"Priseljeni iz tujine";28
"2005";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";9
"2005";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";20
"2005";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";12
"2005";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";6
"2005";"Neznana država";"Moški";"Priseljeni iz tujine";2
"2005";"Neznana država";"Ženske";"Priseljeni iz tujine";2
"2006";"EVROPA";"Moški";"Priseljeni iz tujine";15541
"2006";"EVROPA";"Ženske";"Priseljeni iz tujine";4079
"2006";"  Albanija";"Moški";"Priseljeni iz tujine";18
"2006";"  Albanija";"Ženske";"Priseljeni iz tujine";3
"2006";"  Avstrija";"Moški";"Priseljeni iz tujine";62
"2006";"  Avstrija";"Ženske";"Priseljeni iz tujine";32
"2006";"  Belgija";"Moški";"Priseljeni iz tujine";6
"2006";"  Belgija";"Ženske";"Priseljeni iz tujine";2
"2006";"  Bolgarija";"Moški";"Priseljeni iz tujine";60
"2006";"  Bolgarija";"Ženske";"Priseljeni iz tujine";19
"2006";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";7010
"2006";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";861
"2006";"  Èeška republika";"Moški";"Priseljeni iz tujine";13
"2006";"  Èeška republika";"Ženske";"Priseljeni iz tujine";38
"2006";"  Èrna gora";"Moški";"Priseljeni iz tujine";...
"2006";"  Èrna gora";"Ženske";"Priseljeni iz tujine";...
"2006";"  Danska";"Moški";"Priseljeni iz tujine";5
"2006";"  Danska";"Ženske";"Priseljeni iz tujine";1
"2006";"  Francija";"Moški";"Priseljeni iz tujine";98
"2006";"  Francija";"Ženske";"Priseljeni iz tujine";31
"2006";"  Hrvaška";"Moški";"Priseljeni iz tujine";708
"2006";"  Hrvaška";"Ženske";"Priseljeni iz tujine";438
"2006";"  Italija";"Moški";"Priseljeni iz tujine";104
"2006";"  Italija";"Ženske";"Priseljeni iz tujine";46
"2006";"  Kosovo";"Moški";"Priseljeni iz tujine";...
"2006";"  Kosovo";"Ženske";"Priseljeni iz tujine";...
"2006";"  Madžarska";"Moški";"Priseljeni iz tujine";32
"2006";"  Madžarska";"Ženske";"Priseljeni iz tujine";25
"2006";"  Nemèija";"Moški";"Priseljeni iz tujine";94
"2006";"  Nemèija";"Ženske";"Priseljeni iz tujine";61
"2006";"  Nizozemska";"Moški";"Priseljeni iz tujine";19
"2006";"  Nizozemska";"Ženske";"Priseljeni iz tujine";12
"2006";"  Poljska";"Moški";"Priseljeni iz tujine";73
"2006";"  Poljska";"Ženske";"Priseljeni iz tujine";33
"2006";"  Romunija";"Moški";"Priseljeni iz tujine";202
"2006";"  Romunija";"Ženske";"Priseljeni iz tujine";121
"2006";"  Ruska federacija";"Moški";"Priseljeni iz tujine";15
"2006";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";48
"2006";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";1624
"2006";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";473
"2006";"  Slovenija";"Moški";"Priseljeni iz tujine";1025
"2006";"  Slovenija";"Ženske";"Priseljeni iz tujine";740
"2006";"  Srbija";"Moški";"Priseljeni iz tujine";3812
"2006";"  Srbija";"Ženske";"Priseljeni iz tujine";635
"2006";"  Švedska";"Moški";"Priseljeni iz tujine";16
"2006";"  Švedska";"Ženske";"Priseljeni iz tujine";14
"2006";"  Švica";"Moški";"Priseljeni iz tujine";5
"2006";"  Švica";"Ženske";"Priseljeni iz tujine";12
"2006";"  Ukrajina";"Moški";"Priseljeni iz tujine";141
"2006";"  Ukrajina";"Ženske";"Priseljeni iz tujine";216
"2006";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";46
"2006";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";33
"2006";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";353
"2006";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";185
"2006";"AFRIKA";"Moški";"Priseljeni iz tujine";20
"2006";"AFRIKA";"Ženske";"Priseljeni iz tujine";12
"2006";"AZIJA";"Moški";"Priseljeni iz tujine";103
"2006";"AZIJA";"Ženske";"Priseljeni iz tujine";94
"2006";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";6
"2006";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";18
"2006";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";64
"2006";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";54
"2006";"  Kanada";"Moški";"Priseljeni iz tujine";7
"2006";"  Kanada";"Ženske";"Priseljeni iz tujine";7
"2006";"  Združene države";"Moški";"Priseljeni iz tujine";46
"2006";"  Združene države";"Ženske";"Priseljeni iz tujine";32
"2006";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";11
"2006";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";15
"2006";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";11
"2006";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";6
"2006";"Neznana država";"Moški";"Priseljeni iz tujine";5
"2006";"Neznana država";"Ženske";"Priseljeni iz tujine";3
"2007";"EVROPA";"Moški";"Priseljeni iz tujine";23338
"2007";"EVROPA";"Ženske";"Priseljeni iz tujine";5241
"2007";"  Albanija";"Moški";"Priseljeni iz tujine";13
"2007";"  Albanija";"Ženske";"Priseljeni iz tujine";3
"2007";"  Avstrija";"Moški";"Priseljeni iz tujine";65
"2007";"  Avstrija";"Ženske";"Priseljeni iz tujine";37
"2007";"  Belgija";"Moški";"Priseljeni iz tujine";9
"2007";"  Belgija";"Ženske";"Priseljeni iz tujine";6
"2007";"  Bolgarija";"Moški";"Priseljeni iz tujine";716
"2007";"  Bolgarija";"Ženske";"Priseljeni iz tujine";74
"2007";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";11225
"2007";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";1254
"2007";"  Èeška republika";"Moški";"Priseljeni iz tujine";20
"2007";"  Èeška republika";"Ženske";"Priseljeni iz tujine";25
"2007";"  Èrna gora";"Moški";"Priseljeni iz tujine";43
"2007";"  Èrna gora";"Ženske";"Priseljeni iz tujine";40
"2007";"  Danska";"Moški";"Priseljeni iz tujine";5
"2007";"  Danska";"Ženske";"Priseljeni iz tujine";7
"2007";"  Francija";"Moški";"Priseljeni iz tujine";53
"2007";"  Francija";"Ženske";"Priseljeni iz tujine";27
"2007";"  Hrvaška";"Moški";"Priseljeni iz tujine";932
