"Meddržavne selitve po državi državljanstva in spolu, Slovenija, letno"

"LETO";"DRŽAVA DRŽAVLJANSTVA";"SPOL";"SELITVE";Meddržavne selitve
"2007";"  Hrvaška";"Ženske";"Priseljeni iz tujine";468
"2007";"  Italija";"Moški";"Priseljeni iz tujine";184
"2007";"  Italija";"Ženske";"Priseljeni iz tujine";80
"2007";"  Kosovo";"Moški";"Priseljeni iz tujine";...
"2007";"  Kosovo";"Ženske";"Priseljeni iz tujine";...
"2007";"  Madžarska";"Moški";"Priseljeni iz tujine";33
"2007";"  Madžarska";"Ženske";"Priseljeni iz tujine";22
"2007";"  Nemèija";"Moški";"Priseljeni iz tujine";137
"2007";"  Nemèija";"Ženske";"Priseljeni iz tujine";84
"2007";"  Nizozemska";"Moški";"Priseljeni iz tujine";21
"2007";"  Nizozemska";"Ženske";"Priseljeni iz tujine";10
"2007";"  Poljska";"Moški";"Priseljeni iz tujine";77
"2007";"  Poljska";"Ženske";"Priseljeni iz tujine";42
"2007";"  Romunija";"Moški";"Priseljeni iz tujine";152
"2007";"  Romunija";"Ženske";"Priseljeni iz tujine";47
"2007";"  Ruska federacija";"Moški";"Priseljeni iz tujine";45
"2007";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";67
"2007";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";2468
"2007";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";695
"2007";"  Slovenija";"Moški";"Priseljeni iz tujine";920
"2007";"  Slovenija";"Ženske";"Priseljeni iz tujine";769
"2007";"  Srbija";"Moški";"Priseljeni iz tujine";5462
"2007";"  Srbija";"Ženske";"Priseljeni iz tujine";906
"2007";"  Švedska";"Moški";"Priseljeni iz tujine";24
"2007";"  Švedska";"Ženske";"Priseljeni iz tujine";12
"2007";"  Švica";"Moški";"Priseljeni iz tujine";13
"2007";"  Švica";"Ženske";"Priseljeni iz tujine";11
"2007";"  Ukrajina";"Moški";"Priseljeni iz tujine";197
"2007";"  Ukrajina";"Ženske";"Priseljeni iz tujine";274
"2007";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";92
"2007";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";54
"2007";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";432
"2007";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";227
"2007";"AFRIKA";"Moški";"Priseljeni iz tujine";20
"2007";"AFRIKA";"Ženske";"Priseljeni iz tujine";15
"2007";"AZIJA";"Moški";"Priseljeni iz tujine";199
"2007";"AZIJA";"Ženske";"Priseljeni iz tujine";160
"2007";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";13
"2007";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";19
"2007";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";66
"2007";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";85
"2007";"  Kanada";"Moški";"Priseljeni iz tujine";8
"2007";"  Kanada";"Ženske";"Priseljeni iz tujine";8
"2007";"  Združene države";"Moški";"Priseljeni iz tujine";51
"2007";"  Združene države";"Ženske";"Priseljeni iz tujine";35
"2007";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";7
"2007";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";42
"2007";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";12
"2007";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";6
"2007";"Neznana država";"Moški";"Priseljeni iz tujine";11
"2007";"Neznana država";"Ženske";"Priseljeni iz tujine";8
"2008";"EVROPA";"Moški";"Priseljeni iz tujine";23447
"2008";"EVROPA";"Ženske";"Priseljeni iz tujine";6475
"2008";"  Albanija";"Moški";"Priseljeni iz tujine";14
"2008";"  Albanija";"Ženske";"Priseljeni iz tujine";3
"2008";"  Avstrija";"Moški";"Priseljeni iz tujine";86
"2008";"  Avstrija";"Ženske";"Priseljeni iz tujine";50
"2008";"  Belgija";"Moški";"Priseljeni iz tujine";9
"2008";"  Belgija";"Ženske";"Priseljeni iz tujine";6
"2008";"  Bolgarija";"Moški";"Priseljeni iz tujine";403
"2008";"  Bolgarija";"Ženske";"Priseljeni iz tujine";81
"2008";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";11459
"2008";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";1579
"2008";"  Èeška republika";"Moški";"Priseljeni iz tujine";13
"2008";"  Èeška republika";"Ženske";"Priseljeni iz tujine";31
"2008";"  Èrna gora";"Moški";"Priseljeni iz tujine";69
"2008";"  Èrna gora";"Ženske";"Priseljeni iz tujine";65
"2008";"  Danska";"Moški";"Priseljeni iz tujine";4
"2008";"  Danska";"Ženske";"Priseljeni iz tujine";0
"2008";"  Francija";"Moški";"Priseljeni iz tujine";45
"2008";"  Francija";"Ženske";"Priseljeni iz tujine";33
"2008";"  Hrvaška";"Moški";"Priseljeni iz tujine";1055
"2008";"  Hrvaška";"Ženske";"Priseljeni iz tujine";542
"2008";"  Italija";"Moški";"Priseljeni iz tujine";198
"2008";"  Italija";"Ženske";"Priseljeni iz tujine";100
"2008";"  Kosovo";"Moški";"Priseljeni iz tujine";1784
"2008";"  Kosovo";"Ženske";"Priseljeni iz tujine";385
"2008";"  Madžarska";"Moški";"Priseljeni iz tujine";57
"2008";"  Madžarska";"Ženske";"Priseljeni iz tujine";29
"2008";"  Nemèija";"Moški";"Priseljeni iz tujine";141
"2008";"  Nemèija";"Ženske";"Priseljeni iz tujine";109
"2008";"  Nizozemska";"Moški";"Priseljeni iz tujine";14
"2008";"  Nizozemska";"Ženske";"Priseljeni iz tujine";12
"2008";"  Poljska";"Moški";"Priseljeni iz tujine";28
"2008";"  Poljska";"Ženske";"Priseljeni iz tujine";28
"2008";"  Romunija";"Moški";"Priseljeni iz tujine";88
"2008";"  Romunija";"Ženske";"Priseljeni iz tujine";53
"2008";"  Ruska federacija";"Moški";"Priseljeni iz tujine";53
"2008";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";79
"2008";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";2349
"2008";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";847
"2008";"  Slovenija";"Moški";"Priseljeni iz tujine";1515
"2008";"  Slovenija";"Ženske";"Priseljeni iz tujine";1116
"2008";"  Srbija";"Moški";"Priseljeni iz tujine";3579
"2008";"  Srbija";"Ženske";"Priseljeni iz tujine";783
"2008";"  Švedska";"Moški";"Priseljeni iz tujine";10
"2008";"  Švedska";"Ženske";"Priseljeni iz tujine";4
"2008";"  Švica";"Moški";"Priseljeni iz tujine";11
"2008";"  Švica";"Ženske";"Priseljeni iz tujine";12
"2008";"  Ukrajina";"Moški";"Priseljeni iz tujine";152
"2008";"  Ukrajina";"Ženske";"Priseljeni iz tujine";288
"2008";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";83
"2008";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";51
"2008";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";228
"2008";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";189
"2008";"AFRIKA";"Moški";"Priseljeni iz tujine";46
"2008";"AFRIKA";"Ženske";"Priseljeni iz tujine";17
"2008";"AZIJA";"Moški";"Priseljeni iz tujine";166
"2008";"AZIJA";"Ženske";"Priseljeni iz tujine";191
"2008";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";16
"2008";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";22
"2008";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";70
"2008";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";125
"2008";"  Kanada";"Moški";"Priseljeni iz tujine";12
"2008";"  Kanada";"Ženske";"Priseljeni iz tujine";10
"2008";"  Združene države";"Moški";"Priseljeni iz tujine";45
"2008";"  Združene države";"Ženske";"Priseljeni iz tujine";38
"2008";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";13
"2008";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";77
"2008";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";14
"2008";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";6
"2008";"Neznana država";"Moški";"Priseljeni iz tujine";56
"2008";"Neznana država";"Ženske";"Priseljeni iz tujine";42
"2009";"EVROPA";"Moški";"Priseljeni iz tujine";22506
"2009";"EVROPA";"Ženske";"Priseljeni iz tujine";6890
"2009";"  Albanija";"Moški";"Priseljeni iz tujine";25
"2009";"  Albanija";"Ženske";"Priseljeni iz tujine";9
"2009";"  Avstrija";"Moški";"Priseljeni iz tujine";68
"2009";"  Avstrija";"Ženske";"Priseljeni iz tujine";39
"2009";"  Belgija";"Moški";"Priseljeni iz tujine";10
"2009";"  Belgija";"Ženske";"Priseljeni iz tujine";5
"2009";"  Bolgarija";"Moški";"Priseljeni iz tujine";412
"2009";"  Bolgarija";"Ženske";"Priseljeni iz tujine";127
"2009";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";10846
"2009";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";2064
"2009";"  Èeška republika";"Moški";"Priseljeni iz tujine";13
"2009";"  Èeška republika";"Ženske";"Priseljeni iz tujine";20
"2009";"  Èrna gora";"Moški";"Priseljeni iz tujine";71
"2009";"  Èrna gora";"Ženske";"Priseljeni iz tujine";42
"2009";"  Danska";"Moški";"Priseljeni iz tujine";6
"2009";"  Danska";"Ženske";"Priseljeni iz tujine";5
"2009";"  Francija";"Moški";"Priseljeni iz tujine";44
"2009";"  Francija";"Ženske";"Priseljeni iz tujine";24
"2009";"  Hrvaška";"Moški";"Priseljeni iz tujine";996
"2009";"  Hrvaška";"Ženske";"Priseljeni iz tujine";446
"2009";"  Italija";"Moški";"Priseljeni iz tujine";176
"2009";"  Italija";"Ženske";"Priseljeni iz tujine";95
"2009";"  Kosovo";"Moški";"Priseljeni iz tujine";2917
"2009";"  Kosovo";"Ženske";"Priseljeni iz tujine";659
"2009";"  Madžarska";"Moški";"Priseljeni iz tujine";24
"2009";"  Madžarska";"Ženske";"Priseljeni iz tujine";23
"2009";"  Nemèija";"Moški";"Priseljeni iz tujine";104
"2009";"  Nemèija";"Ženske";"Priseljeni iz tujine";79
"2009";"  Nizozemska";"Moški";"Priseljeni iz tujine";25
"2009";"  Nizozemska";"Ženske";"Priseljeni iz tujine";9
"2009";"  Poljska";"Moški";"Priseljeni iz tujine";39
"2009";"  Poljska";"Ženske";"Priseljeni iz tujine";38
"2009";"  Romunija";"Moški";"Priseljeni iz tujine";28
"2009";"  Romunija";"Ženske";"Priseljeni iz tujine";41
"2009";"  Ruska federacija";"Moški";"Priseljeni iz tujine";58
"2009";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";107
"2009";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";2205
"2009";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";782
"2009";"  Slovenija";"Moški";"Priseljeni iz tujine";1657
"2009";"  Slovenija";"Ženske";"Priseljeni iz tujine";1246
"2009";"  Srbija";"Moški";"Priseljeni iz tujine";2368
"2009";"  Srbija";"Ženske";"Priseljeni iz tujine";539
"2009";"  Švedska";"Moški";"Priseljeni iz tujine";12
"2009";"  Švedska";"Ženske";"Priseljeni iz tujine";5
"2009";"  Švica";"Moški";"Priseljeni iz tujine";7
"2009";"  Švica";"Ženske";"Priseljeni iz tujine";6
"2009";"  Ukrajina";"Moški";"Priseljeni iz tujine";113
"2009";"  Ukrajina";"Ženske";"Priseljeni iz tujine";241
"2009";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";72
"2009";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";45
"2009";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";210
"2009";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";194
"2009";"AFRIKA";"Moški";"Priseljeni iz tujine";39
"2009";"AFRIKA";"Ženske";"Priseljeni iz tujine";16
"2009";"AZIJA";"Moški";"Priseljeni iz tujine";307
"2009";"AZIJA";"Ženske";"Priseljeni iz tujine";257
"2009";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";20
"2009";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";25
"2009";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";71
"2009";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";120
"2009";"  Kanada";"Moški";"Priseljeni iz tujine";8
"2009";"  Kanada";"Ženske";"Priseljeni iz tujine";6
"2009";"  Združene države";"Moški";"Priseljeni iz tujine";41
"2009";"  Združene države";"Ženske";"Priseljeni iz tujine";21
"2009";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";22
"2009";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";93
"2009";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";16
"2009";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";7
"2009";"Neznana država";"Moški";"Priseljeni iz tujine";14
"2009";"Neznana država";"Ženske";"Priseljeni iz tujine";8
"2010";"EVROPA";"Moški";"Priseljeni iz tujine";9498
"2010";"EVROPA";"Ženske";"Priseljeni iz tujine";5233
"2010";"  Albanija";"Moški";"Priseljeni iz tujine";6
"2010";"  Albanija";"Ženske";"Priseljeni iz tujine";4
"2010";"  Avstrija";"Moški";"Priseljeni iz tujine";59
"2010";"  Avstrija";"Ženske";"Priseljeni iz tujine";30
"2010";"  Belgija";"Moški";"Priseljeni iz tujine";14
"2010";"  Belgija";"Ženske";"Priseljeni iz tujine";9
"2010";"  Bolgarija";"Moški";"Priseljeni iz tujine";455
"2010";"  Bolgarija";"Ženske";"Priseljeni iz tujine";151
"2010";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";3112
"2010";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";1291
"2010";"  Èeška republika";"Moški";"Priseljeni iz tujine";11
"2010";"  Èeška republika";"Ženske";"Priseljeni iz tujine";32
"2010";"  Èrna gora";"Moški";"Priseljeni iz tujine";43
"2010";"  Èrna gora";"Ženske";"Priseljeni iz tujine";44
"2010";"  Danska";"Moški";"Priseljeni iz tujine";3
"2010";"  Danska";"Ženske";"Priseljeni iz tujine";2
"2010";"  Francija";"Moški";"Priseljeni iz tujine";50
"2010";"  Francija";"Ženske";"Priseljeni iz tujine";22
"2010";"  Hrvaška";"Moški";"Priseljeni iz tujine";567
"2010";"  Hrvaška";"Ženske";"Priseljeni iz tujine";361
"2010";"  Italija";"Moški";"Priseljeni iz tujine";208
"2010";"  Italija";"Ženske";"Priseljeni iz tujine";124
"2010";"  Kosovo";"Moški";"Priseljeni iz tujine";1350
"2010";"  Kosovo";"Ženske";"Priseljeni iz tujine";538
"2010";"  Madžarska";"Moški";"Priseljeni iz tujine";63
"2010";"  Madžarska";"Ženske";"Priseljeni iz tujine";18
"2010";"  Nemèija";"Moški";"Priseljeni iz tujine";93
"2010";"  Nemèija";"Ženske";"Priseljeni iz tujine";67
"2010";"  Nizozemska";"Moški";"Priseljeni iz tujine";21
"2010";"  Nizozemska";"Ženske";"Priseljeni iz tujine";4
"2010";"  Poljska";"Moški";"Priseljeni iz tujine";11
"2010";"  Poljska";"Ženske";"Priseljeni iz tujine";23
"2010";"  Romunija";"Moški";"Priseljeni iz tujine";39
"2010";"  Romunija";"Ženske";"Priseljeni iz tujine";44
"2010";"  Ruska federacija";"Moški";"Priseljeni iz tujine";43
"2010";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";67
"2010";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";680
"2010";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";465
"2010";"  Slovenija";"Moški";"Priseljeni iz tujine";1553
"2010";"  Slovenija";"Ženske";"Priseljeni iz tujine";1158
"2010";"  Srbija";"Moški";"Priseljeni iz tujine";720
"2010";"  Srbija";"Ženske";"Priseljeni iz tujine";369
"2010";"  Švedska";"Moški";"Priseljeni iz tujine";18
"2010";"  Švedska";"Ženske";"Priseljeni iz tujine";13
"2010";"  Švica";"Moški";"Priseljeni iz tujine";5
"2010";"  Švica";"Ženske";"Priseljeni iz tujine";4
"2010";"  Ukrajina";"Moški";"Priseljeni iz tujine";68
"2010";"  Ukrajina";"Ženske";"Priseljeni iz tujine";193
"2010";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";71
"2010";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";46
"2010";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";235
"2010";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";154
"2010";"AFRIKA";"Moški";"Priseljeni iz tujine";59
"2010";"AFRIKA";"Ženske";"Priseljeni iz tujine";15
"2010";"AZIJA";"Moški";"Priseljeni iz tujine";167
"2010";"AZIJA";"Ženske";"Priseljeni iz tujine";163
"2010";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";15
"2010";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";23
"2010";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";65
"2010";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";113
"2010";"  Kanada";"Moški";"Priseljeni iz tujine";3
"2010";"  Kanada";"Ženske";"Priseljeni iz tujine";8
"2010";"  Združene države";"Moški";"Priseljeni iz tujine";42
"2010";"  Združene države";"Ženske";"Priseljeni iz tujine";37
"2010";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";20
"2010";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";68
"2010";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";11
"2010";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";6
"2010";"Neznana država";"Moški";"Priseljeni iz tujine";26
"2010";"Neznana država";"Ženske";"Priseljeni iz tujine";22
"2011";"EVROPA";"Moški";"Priseljeni iz tujine";8030
"2011";"EVROPA";"Ženske";"Priseljeni iz tujine";5529
"2011";"  Albanija";"Moški";"Priseljeni iz tujine";2
"2011";"  Albanija";"Ženske";"Priseljeni iz tujine";5
"2011";"  Avstrija";"Moški";"Priseljeni iz tujine";70
"2011";"  Avstrija";"Ženske";"Priseljeni iz tujine";23
"2011";"  Belgija";"Moški";"Priseljeni iz tujine";10
"2011";"  Belgija";"Ženske";"Priseljeni iz tujine";5
"2011";"  Bolgarija";"Moški";"Priseljeni iz tujine";530
"2011";"  Bolgarija";"Ženske";"Priseljeni iz tujine";197
"2011";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";2152
"2011";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";1235
"2011";"  Èeška republika";"Moški";"Priseljeni iz tujine";12
"2011";"  Èeška republika";"Ženske";"Priseljeni iz tujine";19
"2011";"  Èrna gora";"Moški";"Priseljeni iz tujine";35
"2011";"  Èrna gora";"Ženske";"Priseljeni iz tujine";45
"2011";"  Danska";"Moški";"Priseljeni iz tujine";2
"2011";"  Danska";"Ženske";"Priseljeni iz tujine";2
"2011";"  Francija";"Moški";"Priseljeni iz tujine";36
"2011";"  Francija";"Ženske";"Priseljeni iz tujine";30
"2011";"  Hrvaška";"Moški";"Priseljeni iz tujine";585
"2011";"  Hrvaška";"Ženske";"Priseljeni iz tujine";360
"2011";"  Italija";"Moški";"Priseljeni iz tujine";201
"2011";"  Italija";"Ženske";"Priseljeni iz tujine";118
"2011";"  Kosovo";"Moški";"Priseljeni iz tujine";701
"2011";"  Kosovo";"Ženske";"Priseljeni iz tujine";529
"2011";"  Madžarska";"Moški";"Priseljeni iz tujine";23
"2011";"  Madžarska";"Ženske";"Priseljeni iz tujine";25
"2011";"  Nemèija";"Moški";"Priseljeni iz tujine";105
"2011";"  Nemèija";"Ženske";"Priseljeni iz tujine";66
"2011";"  Nizozemska";"Moški";"Priseljeni iz tujine";22
"2011";"  Nizozemska";"Ženske";"Priseljeni iz tujine";12
"2011";"  Poljska";"Moški";"Priseljeni iz tujine";13
"2011";"  Poljska";"Ženske";"Priseljeni iz tujine";28
"2011";"  Romunija";"Moški";"Priseljeni iz tujine";57
"2011";"  Romunija";"Ženske";"Priseljeni iz tujine";28
"2011";"  Ruska federacija";"Moški";"Priseljeni iz tujine";56
"2011";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";82
"2011";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";544
"2011";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";472
"2011";"  Slovenija";"Moški";"Priseljeni iz tujine";1781
"2011";"  Slovenija";"Ženske";"Priseljeni iz tujine";1537
"2011";"  Srbija";"Moški";"Priseljeni iz tujine";832
"2011";"  Srbija";"Ženske";"Priseljeni iz tujine";342
"2011";"  Švedska";"Moški";"Priseljeni iz tujine";15
"2011";"  Švedska";"Ženske";"Priseljeni iz tujine";4
"2011";"  Švica";"Moški";"Priseljeni iz tujine";7
"2011";"  Švica";"Ženske";"Priseljeni iz tujine";5
"2011";"  Ukrajina";"Moški";"Priseljeni iz tujine";47
"2011";"  Ukrajina";"Ženske";"Priseljeni iz tujine";156
"2011";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";46
"2011";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";31
"2011";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";146
"2011";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";173
"2011";"AFRIKA";"Moški";"Priseljeni iz tujine";53
"2011";"AFRIKA";"Ženske";"Priseljeni iz tujine";10
"2011";"AZIJA";"Moški";"Priseljeni iz tujine";138
"2011";"AZIJA";"Ženske";"Priseljeni iz tujine";138
"2011";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";25
"2011";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";23
"2011";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";64
"2011";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";62
"2011";"  Kanada";"Moški";"Priseljeni iz tujine";8
"2011";"  Kanada";"Ženske";"Priseljeni iz tujine";6
"2011";"  Združene države";"Moški";"Priseljeni iz tujine";35
"2011";"  Združene države";"Ženske";"Priseljeni iz tujine";17
"2011";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";21
"2011";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";39
"2011";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";7
"2011";"AVSTRALIJA IN OCEANIJA";"Ženske";"Priseljeni iz tujine";4
"2011";"Neznana država";"Moški";"Priseljeni iz tujine";0
"2011";"Neznana država";"Ženske";"Priseljeni iz tujine";0
"2012";"EVROPA";"Moški";"Priseljeni iz tujine";8802
"2012";"EVROPA";"Ženske";"Priseljeni iz tujine";5683
"2012";"  Albanija";"Moški";"Priseljeni iz tujine";4
"2012";"  Albanija";"Ženske";"Priseljeni iz tujine";15
"2012";"  Avstrija";"Moški";"Priseljeni iz tujine";66
"2012";"  Avstrija";"Ženske";"Priseljeni iz tujine";27
"2012";"  Belgija";"Moški";"Priseljeni iz tujine";8
"2012";"  Belgija";"Ženske";"Priseljeni iz tujine";7
"2012";"  Bolgarija";"Moški";"Priseljeni iz tujine";539
"2012";"  Bolgarija";"Ženske";"Priseljeni iz tujine";203
"2012";"  Bosna in Hercegovina";"Moški";"Priseljeni iz tujine";2616
"2012";"  Bosna in Hercegovina";"Ženske";"Priseljeni iz tujine";1429
"2012";"  Èeška republika";"Moški";"Priseljeni iz tujine";13
"2012";"  Èeška republika";"Ženske";"Priseljeni iz tujine";12
"2012";"  Èrna gora";"Moški";"Priseljeni iz tujine";35
"2012";"  Èrna gora";"Ženske";"Priseljeni iz tujine";41
"2012";"  Danska";"Moški";"Priseljeni iz tujine";5
"2012";"  Danska";"Ženske";"Priseljeni iz tujine";1
"2012";"  Francija";"Moški";"Priseljeni iz tujine";44
"2012";"  Francija";"Ženske";"Priseljeni iz tujine";19
"2012";"  Hrvaška";"Moški";"Priseljeni iz tujine";784
"2012";"  Hrvaška";"Ženske";"Priseljeni iz tujine";328
"2012";"  Italija";"Moški";"Priseljeni iz tujine";295
"2012";"  Italija";"Ženske";"Priseljeni iz tujine";142
"2012";"  Kosovo";"Moški";"Priseljeni iz tujine";726
"2012";"  Kosovo";"Ženske";"Priseljeni iz tujine";633
"2012";"  Madžarska";"Moški";"Priseljeni iz tujine";40
"2012";"  Madžarska";"Ženske";"Priseljeni iz tujine";39
"2012";"  Nemèija";"Moški";"Priseljeni iz tujine";127
"2012";"  Nemèija";"Ženske";"Priseljeni iz tujine";70
"2012";"  Nizozemska";"Moški";"Priseljeni iz tujine";23
"2012";"  Nizozemska";"Ženske";"Priseljeni iz tujine";5
"2012";"  Poljska";"Moški";"Priseljeni iz tujine";36
"2012";"  Poljska";"Ženske";"Priseljeni iz tujine";42
"2012";"  Romunija";"Moški";"Priseljeni iz tujine";44
"2012";"  Romunija";"Ženske";"Priseljeni iz tujine";36
"2012";"  Ruska federacija";"Moški";"Priseljeni iz tujine";112
"2012";"  Ruska federacija";"Ženske";"Priseljeni iz tujine";129
"2012";"  Severna Makedonija";"Moški";"Priseljeni iz tujine";532
"2012";"  Severna Makedonija";"Ženske";"Priseljeni iz tujine";548
"2012";"  Slovenija";"Moški";"Priseljeni iz tujine";1540
"2012";"  Slovenija";"Ženske";"Priseljeni iz tujine";1201
"2012";"  Srbija";"Moški";"Priseljeni iz tujine";928
"2012";"  Srbija";"Ženske";"Priseljeni iz tujine";412
"2012";"  Švedska";"Moški";"Priseljeni iz tujine";6
"2012";"  Švedska";"Ženske";"Priseljeni iz tujine";6
"2012";"  Švica";"Moški";"Priseljeni iz tujine";8
"2012";"  Švica";"Ženske";"Priseljeni iz tujine";6
"2012";"  Ukrajina";"Moški";"Priseljeni iz tujine";82
"2012";"  Ukrajina";"Ženske";"Priseljeni iz tujine";141
"2012";"  Združeno kraljestvo";"Moški";"Priseljeni iz tujine";68
"2012";"  Združeno kraljestvo";"Ženske";"Priseljeni iz tujine";34
"2012";"  Druge države Evrope";"Moški";"Priseljeni iz tujine";121
"2012";"  Druge države Evrope";"Ženske";"Priseljeni iz tujine";157
"2012";"AFRIKA";"Moški";"Priseljeni iz tujine";57
"2012";"AFRIKA";"Ženske";"Priseljeni iz tujine";11
"2012";"AZIJA";"Moški";"Priseljeni iz tujine";163
"2012";"AZIJA";"Ženske";"Priseljeni iz tujine";143
"2012";"JUŽNA AMERIKA";"Moški";"Priseljeni iz tujine";15
"2012";"JUŽNA AMERIKA";"Ženske";"Priseljeni iz tujine";21
"2012";"SEVERNA IN SREDNJA AMERIKA";"Moški";"Priseljeni iz tujine";54
"2012";"SEVERNA IN SREDNJA AMERIKA";"Ženske";"Priseljeni iz tujine";57
"2012";"  Kanada";"Moški";"Priseljeni iz tujine";8
"2012";"  Kanada";"Ženske";"Priseljeni iz tujine";2
"2012";"  Združene države";"Moški";"Priseljeni iz tujine";28
"2012";"  Združene države";"Ženske";"Priseljeni iz tujine";28
"2012";"  Druge države Severne in Srednje Amerike";"Moški";"Priseljeni iz tujine";18
"2012";"  Druge države Severne in Srednje Amerike";"Ženske";"Priseljeni iz tujine";27
"2012";"AVSTRALIJA IN OCEANIJA";"Moški";"Priseljeni iz tujine";11
