"Prebivalstvo, staro 15 ali veè let, po izobrazbi, petletnih starostnih skupinah in spolu, statistiène regije, letno"

"LETO";"SPOL";"STAROST";"STATISTIÈNA REGIJA";"IZOBRAZBA";Prebivalstvo, staro 15 ali veè let
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Osnovnošolska";63788
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednješolska - Skupaj";157142
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Nižja poklicna, srednja poklicna";67685
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednja strokovna, srednja splošna";89457
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Višješolska, visokošolska - Skupaj";49303
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 1. stopnje ipd.";23236
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 2. stopnje ipd.";22713
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 3. stopnje ipd.";3354
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Brez izobrazbe, nepopolna osnovnošolska";3476
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Osnovnošolska";14508
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednješolska - Skupaj";34230
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Nižja poklicna, srednja poklicna";17071
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednja strokovna, srednja splošna";17159
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Višješolska, visokošolska - Skupaj";9589
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 1. stopnje ipd.";4855
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 2. stopnje ipd.";4267
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 3. stopnje ipd.";467
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Brez izobrazbe, nepopolna osnovnošolska";9237
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Osnovnošolska";56008
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednješolska - Skupaj";119594
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Nižja poklicna, srednja poklicna";57198
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednja strokovna, srednja splošna";62396
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Višješolska, visokošolska - Skupaj";36931
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 1. stopnje ipd.";18253
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 2. stopnje ipd.";16560
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 3. stopnje ipd.";2118
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Brez izobrazbe, nepopolna osnovnošolska";1816
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Osnovnošolska";9771
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednješolska - Skupaj";20533
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Nižja poklicna, srednja poklicna";9363
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednja strokovna, srednja splošna";11170
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Višješolska, visokošolska - Skupaj";5716
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 1. stopnje ipd.";3024
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 2. stopnje ipd.";2423
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 3. stopnje ipd.";269
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Brez izobrazbe, nepopolna osnovnošolska";3585
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Osnovnošolska";14976
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Srednješolska - Skupaj";32468
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Nižja poklicna, srednja poklicna";15618
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Srednja strokovna, srednja splošna";16850
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Višješolska, visokošolska - Skupaj";9266
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 1. stopnje ipd.";4599
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 2. stopnje ipd.";4305
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 3. stopnje ipd.";362
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Brez izobrazbe, nepopolna osnovnošolska";7511
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Osnovnošolska";30231
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Srednješolska - Skupaj";62705
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Nižja poklicna, srednja poklicna";29422
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Srednja strokovna, srednja splošna";33283
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Višješolska, visokošolska - Skupaj";20206
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 1. stopnje ipd.";10058
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 2. stopnje ipd.";9091
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 3. stopnje ipd.";1057
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Brez izobrazbe, nepopolna osnovnošolska";11483
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Osnovnošolska";91460
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednješolska - Skupaj";239308
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Nižja poklicna, srednja poklicna";85008
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednja strokovna, srednja splošna";154300
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Višješolska, visokošolska - Skupaj";116512
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 1. stopnje ipd.";42389
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 2. stopnje ipd.";60457
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 3. stopnje ipd.";13666
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Brez izobrazbe, nepopolna osnovnošolska";6673
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Osnovnošolska";38075
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednješolska - Skupaj";93667
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Nižja poklicna, srednja poklicna";39328
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednja strokovna, srednja splošna";54339
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Višješolska, visokošolska - Skupaj";33933
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 1. stopnje ipd.";14992
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 2. stopnje ipd.";16423
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 3. stopnje ipd.";2518
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Brez izobrazbe, nepopolna osnovnošolska";2246
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Osnovnošolska";11246
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednješolska - Skupaj";23225
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Nižja poklicna, srednja poklicna";10677
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednja strokovna, srednja splošna";12548
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Višješolska, visokošolska - Skupaj";8045
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 1. stopnje ipd.";3864
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 2. stopnje ipd.";3716
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 3. stopnje ipd.";465
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Brez izobrazbe, nepopolna osnovnošolska";4178
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Osnovnošolska";26811
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednješolska - Skupaj";52146
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Nižja poklicna, srednja poklicna";23633
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednja strokovna, srednja splošna";28513
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Višješolska, visokošolska - Skupaj";18937
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 1. stopnje ipd.";8516
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 2. stopnje ipd.";9369
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 3. stopnje ipd.";1052
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Brez izobrazbe, nepopolna osnovnošolska";4629
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Osnovnošolska";21870
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednješolska - Skupaj";51304
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Nižja poklicna, srednja poklicna";20923
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednja strokovna, srednja splošna";30381
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Višješolska, visokošolska - Skupaj";19400
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 1. stopnje ipd.";8643
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 2. stopnje ipd.";9487
"2013";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 3. stopnje ipd.";1270
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Brez izobrazbe, nepopolna osnovnošolska";3521
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Osnovnošolska";32285
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Srednješolska - Skupaj";51094
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Nižja poklicna, srednja poklicna";23719
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Srednja strokovna, srednja splošna";27375
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Višješolska, visokošolska - Skupaj";14835
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 1. stopnje ipd.";7687
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 2. stopnje ipd.";6398
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 3. stopnje ipd.";750
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Brez izobrazbe, nepopolna osnovnošolska";9892
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Osnovnošolska";62176
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednješolska - Skupaj";155890
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Nižja poklicna, srednja poklicna";67374
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednja strokovna, srednja splošna";88516
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Višješolska, visokošolska - Skupaj";52500
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 1. stopnje ipd.";25741
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 2. stopnje ipd.";23194
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 3. stopnje ipd.";3565
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Brez izobrazbe, nepopolna osnovnošolska";3334
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Osnovnošolska";14223
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednješolska - Skupaj";33702
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Nižja poklicna, srednja poklicna";16946
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednja strokovna, srednja splošna";16756
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Višješolska, visokošolska - Skupaj";10101
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 1. stopnje ipd.";5311
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 2. stopnje ipd.";4303
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 3. stopnje ipd.";487
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Brez izobrazbe, nepopolna osnovnošolska";8828
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Osnovnošolska";55016
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednješolska - Skupaj";118162
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Nižja poklicna, srednja poklicna";57122
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Srednja strokovna, srednja splošna";61040
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Višješolska, visokošolska - Skupaj";39148
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 1. stopnje ipd.";20127
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 2. stopnje ipd.";16724
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Visokošolska 3. stopnje ipd.";2297
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Brez izobrazbe, nepopolna osnovnošolska";1726
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Osnovnošolska";9570
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednješolska - Skupaj";20101
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Nižja poklicna, srednja poklicna";9180
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Srednja strokovna, srednja splošna";10921
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Višješolska, visokošolska - Skupaj";5964
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 1. stopnje ipd.";3281
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 2. stopnje ipd.";2407
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Zasavska";"Visokošolska 3. stopnje ipd.";276
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Brez izobrazbe, nepopolna osnovnošolska";3420
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Osnovnošolska";14649
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Srednješolska - Skupaj";32064
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Nižja poklicna, srednja poklicna";15556
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Srednja strokovna, srednja splošna";16508
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Višješolska, visokošolska - Skupaj";9812
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 1. stopnje ipd.";5100
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 2. stopnje ipd.";4321
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Posavska";"Visokošolska 3. stopnje ipd.";391
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Brez izobrazbe, nepopolna osnovnošolska";7129
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Osnovnošolska";29682
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Srednješolska - Skupaj";62073
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Nižja poklicna, srednja poklicna";29317
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Srednja strokovna, srednja splošna";32756
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Višješolska, visokošolska - Skupaj";21424
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 1. stopnje ipd.";11203
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 2. stopnje ipd.";9066
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Jugovzhodna Slovenija";"Visokošolska 3. stopnje ipd.";1155
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Brez izobrazbe, nepopolna osnovnošolska";11058
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Osnovnošolska";90213
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednješolska - Skupaj";237479
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Nižja poklicna, srednja poklicna";84236
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Srednja strokovna, srednja splošna";153243
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Višješolska, visokošolska - Skupaj";123150
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 1. stopnje ipd.";47292
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 2. stopnje ipd.";61331
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Osrednjeslovenska";"Visokošolska 3. stopnje ipd.";14527
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Brez izobrazbe, nepopolna osnovnošolska";6354
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Osnovnošolska";37459
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednješolska - Skupaj";92299
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Nižja poklicna, srednja poklicna";38949
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Srednja strokovna, srednja splošna";53350
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Višješolska, visokošolska - Skupaj";35868
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 1. stopnje ipd.";16516
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 2. stopnje ipd.";16688
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Gorenjska";"Visokošolska 3. stopnje ipd.";2664
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Brez izobrazbe, nepopolna osnovnošolska";2201
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Osnovnošolska";11038
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednješolska - Skupaj";22988
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Nižja poklicna, srednja poklicna";10595
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Srednja strokovna, srednja splošna";12393
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Višješolska, visokošolska - Skupaj";8418
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 1. stopnje ipd.";4197
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 2. stopnje ipd.";3721
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Primorsko-notranjska";"Visokošolska 3. stopnje ipd.";500
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Brez izobrazbe, nepopolna osnovnošolska";3987
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Osnovnošolska";26351
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednješolska - Skupaj";51080
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Nižja poklicna, srednja poklicna";23414
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Srednja strokovna, srednja splošna";27666
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Višješolska, visokošolska - Skupaj";19867
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 1. stopnje ipd.";9213
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 2. stopnje ipd.";9529
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Goriška";"Visokošolska 3. stopnje ipd.";1125
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Brez izobrazbe, nepopolna osnovnošolska";4426
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Osnovnošolska";21566
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednješolska - Skupaj";51359
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Nižja poklicna, srednja poklicna";20697
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Srednja strokovna, srednja splošna";30662
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Višješolska, visokošolska - Skupaj";20550
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 1. stopnje ipd.";9530
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 2. stopnje ipd.";9639
"2014";"Spol - SKUPAJ";"Starost - SKUPAJ";"Obalno-kraška";"Visokošolska 3. stopnje ipd.";1381
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Brez izobrazbe, nepopolna osnovnošolska";3400
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Osnovnošolska";31254
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Srednješolska - Skupaj";51280
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Nižja poklicna, srednja poklicna";23825
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Srednja strokovna, srednja splošna";27455
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Višješolska, visokošolska - Skupaj";15363
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 1. stopnje ipd.";8043
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 2. stopnje ipd.";6542
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Pomurska";"Visokošolska 3. stopnje ipd.";778
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Brez izobrazbe, nepopolna osnovnošolska";9431
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Osnovnošolska";60303
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednješolska - Skupaj";155944
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Nižja poklicna, srednja poklicna";67116
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Srednja strokovna, srednja splošna";88828
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Višješolska, visokošolska - Skupaj";54291
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 1. stopnje ipd.";26875
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 2. stopnje ipd.";23725
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Podravska";"Visokošolska 3. stopnje ipd.";3691
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Brez izobrazbe, nepopolna osnovnošolska";3162
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Osnovnošolska";13841
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednješolska - Skupaj";33663
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Nižja poklicna, srednja poklicna";16861
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Srednja strokovna, srednja splošna";16802
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Višješolska, visokošolska - Skupaj";10468
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 1. stopnje ipd.";5545
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 2. stopnje ipd.";4425
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Koroška";"Visokošolska 3. stopnje ipd.";498
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Brez izobrazbe, nepopolna osnovnošolska";8189
"2015";"Spol - SKUPAJ";"Starost - SKUPAJ";"Savinjska";"Osnovnošolska";52420
