"Priseljeni prebivalci po državi prejšnjega prebivališèa, državljanstvu in starostnih skupinah, Slovenija, letno"

"LETO";"DRŽAVLJANSTVO";"DRŽAVA PREJŠNJEGA PREBIVALIŠÈA";"STAROSTNE SKUPINE";Priseljeni prebivalci
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"30-34";1
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"35-39";1
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"40-44";1
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"45-49";2
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"50-54";0
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"55-59";1
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"60-64";3
"2016";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"65 +";6
"2017";"Tuji državljani";"....Bosna in Hercegovina";"0-14";794
"2017";"Tuji državljani";"....Bosna in Hercegovina";"15-19";394
"2017";"Tuji državljani";"....Bosna in Hercegovina";"20-24";1105
"2017";"Tuji državljani";"....Bosna in Hercegovina";"25-29";1053
"2017";"Tuji državljani";"....Bosna in Hercegovina";"30-34";930
"2017";"Tuji državljani";"....Bosna in Hercegovina";"35-39";734
"2017";"Tuji državljani";"....Bosna in Hercegovina";"40-44";520
"2017";"Tuji državljani";"....Bosna in Hercegovina";"45-49";328
"2017";"Tuji državljani";"....Bosna in Hercegovina";"50-54";209
"2017";"Tuji državljani";"....Bosna in Hercegovina";"55-59";105
"2017";"Tuji državljani";"....Bosna in Hercegovina";"60-64";35
"2017";"Tuji državljani";"....Bosna in Hercegovina";"65 +";8
"2017";"Tuji državljani";"....Èrna gora";"0-14";1
"2017";"Tuji državljani";"....Èrna gora";"15-19";4
"2017";"Tuji državljani";"....Èrna gora";"20-24";19
"2017";"Tuji državljani";"....Èrna gora";"25-29";17
"2017";"Tuji državljani";"....Èrna gora";"30-34";6
"2017";"Tuji državljani";"....Èrna gora";"35-39";2
"2017";"Tuji državljani";"....Èrna gora";"40-44";7
"2017";"Tuji državljani";"....Èrna gora";"45-49";2
"2017";"Tuji državljani";"....Èrna gora";"50-54";3
"2017";"Tuji državljani";"....Èrna gora";"55-59";1
"2017";"Tuji državljani";"....Èrna gora";"60-64";0
"2017";"Tuji državljani";"....Èrna gora";"65 +";2
"2017";"Tuji državljani";"....Kosovo";"0-14";340
"2017";"Tuji državljani";"....Kosovo";"15-19";178
"2017";"Tuji državljani";"....Kosovo";"20-24";221
"2017";"Tuji državljani";"....Kosovo";"25-29";215
"2017";"Tuji državljani";"....Kosovo";"30-34";151
"2017";"Tuji državljani";"....Kosovo";"35-39";91
"2017";"Tuji državljani";"....Kosovo";"40-44";76
"2017";"Tuji državljani";"....Kosovo";"45-49";45
"2017";"Tuji državljani";"....Kosovo";"50-54";25
"2017";"Tuji državljani";"....Kosovo";"55-59";15
"2017";"Tuji državljani";"....Kosovo";"60-64";7
"2017";"Tuji državljani";"....Kosovo";"65 +";13
"2017";"Tuji državljani";"....Severna Makedonija";"0-14";180
"2017";"Tuji državljani";"....Severna Makedonija";"15-19";131
"2017";"Tuji državljani";"....Severna Makedonija";"20-24";218
"2017";"Tuji državljani";"....Severna Makedonija";"25-29";169
"2017";"Tuji državljani";"....Severna Makedonija";"30-34";96
"2017";"Tuji državljani";"....Severna Makedonija";"35-39";81
"2017";"Tuji državljani";"....Severna Makedonija";"40-44";70
"2017";"Tuji državljani";"....Severna Makedonija";"45-49";84
"2017";"Tuji državljani";"....Severna Makedonija";"50-54";52
"2017";"Tuji državljani";"....Severna Makedonija";"55-59";21
"2017";"Tuji državljani";"....Severna Makedonija";"60-64";5
"2017";"Tuji državljani";"....Severna Makedonija";"65 +";6
"2017";"Tuji državljani";"....Srbija";"0-14";121
"2017";"Tuji državljani";"....Srbija";"15-19";45
"2017";"Tuji državljani";"....Srbija";"20-24";145
"2017";"Tuji državljani";"....Srbija";"25-29";275
"2017";"Tuji državljani";"....Srbija";"30-34";357
"2017";"Tuji državljani";"....Srbija";"35-39";334
"2017";"Tuji državljani";"....Srbija";"40-44";335
"2017";"Tuji državljani";"....Srbija";"45-49";263
"2017";"Tuji državljani";"....Srbija";"50-54";145
"2017";"Tuji državljani";"....Srbija";"55-59";78
"2017";"Tuji državljani";"....Srbija";"60-64";26
"2017";"Tuji državljani";"....Srbija";"65 +";13
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"0-14";150
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"15-19";88
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"20-24";342
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"25-29";397
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"30-34";364
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"35-39";320
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"40-44";362
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"45-49";324
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"50-54";228
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"55-59";148
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"60-64";91
"2017";"Tuji državljani";" - Države EU - SKUPAJ";"65 +";148
"2017";"Tuji državljani";"....Avstrija";"0-14";2
"2017";"Tuji državljani";"....Avstrija";"15-19";4
"2017";"Tuji državljani";"....Avstrija";"20-24";6
"2017";"Tuji državljani";"....Avstrija";"25-29";5
"2017";"Tuji državljani";"....Avstrija";"30-34";5
"2017";"Tuji državljani";"....Avstrija";"35-39";8
"2017";"Tuji državljani";"....Avstrija";"40-44";6
"2017";"Tuji državljani";"....Avstrija";"45-49";11
"2017";"Tuji državljani";"....Avstrija";"50-54";8
"2017";"Tuji državljani";"....Avstrija";"55-59";4
"2017";"Tuji državljani";"....Avstrija";"60-64";9
"2017";"Tuji državljani";"....Avstrija";"65 +";13
"2017";"Tuji državljani";"....Belgija";"0-14";4
"2017";"Tuji državljani";"....Belgija";"15-19";0
"2017";"Tuji državljani";"....Belgija";"20-24";1
"2017";"Tuji državljani";"....Belgija";"25-29";2
"2017";"Tuji državljani";"....Belgija";"30-34";1
"2017";"Tuji državljani";"....Belgija";"35-39";4
"2017";"Tuji državljani";"....Belgija";"40-44";1
"2017";"Tuji državljani";"....Belgija";"45-49";6
"2017";"Tuji državljani";"....Belgija";"50-54";2
"2017";"Tuji državljani";"....Belgija";"55-59";1
"2017";"Tuji državljani";"....Belgija";"60-64";1
"2017";"Tuji državljani";"....Belgija";"65 +";3
"2017";"Tuji državljani";"....Bolgarija";"0-14";18
"2017";"Tuji državljani";"....Bolgarija";"15-19";8
"2017";"Tuji državljani";"....Bolgarija";"20-24";53
"2017";"Tuji državljani";"....Bolgarija";"25-29";100
"2017";"Tuji državljani";"....Bolgarija";"30-34";82
"2017";"Tuji državljani";"....Bolgarija";"35-39";91
"2017";"Tuji državljani";"....Bolgarija";"40-44";126
"2017";"Tuji državljani";"....Bolgarija";"45-49";91
"2017";"Tuji državljani";"....Bolgarija";"50-54";68
"2017";"Tuji državljani";"....Bolgarija";"55-59";27
"2017";"Tuji državljani";"....Bolgarija";"60-64";14
"2017";"Tuji državljani";"....Bolgarija";"65 +";2
"2017";"Tuji državljani";"....Hrvaška";"0-14";25
"2017";"Tuji državljani";"....Hrvaška";"15-19";49
"2017";"Tuji državljani";"....Hrvaška";"20-24";210
"2017";"Tuji državljani";"....Hrvaška";"25-29";152
"2017";"Tuji državljani";"....Hrvaška";"30-34";124
"2017";"Tuji državljani";"....Hrvaška";"35-39";104
"2017";"Tuji državljani";"....Hrvaška";"40-44";80
"2017";"Tuji državljani";"....Hrvaška";"45-49";77
"2017";"Tuji državljani";"....Hrvaška";"50-54";52
"2017";"Tuji državljani";"....Hrvaška";"55-59";41
"2017";"Tuji državljani";"....Hrvaška";"60-64";16
"2017";"Tuji državljani";"....Hrvaška";"65 +";30
"2017";"Tuji državljani";"....Italija";"0-14";52
"2017";"Tuji državljani";"....Italija";"15-19";10
"2017";"Tuji državljani";"....Italija";"20-24";24
"2017";"Tuji državljani";"....Italija";"25-29";52
"2017";"Tuji državljani";"....Italija";"30-34";47
"2017";"Tuji državljani";"....Italija";"35-39";46
"2017";"Tuji državljani";"....Italija";"40-44";72
"2017";"Tuji državljani";"....Italija";"45-49";74
"2017";"Tuji državljani";"....Italija";"50-54";59
"2017";"Tuji državljani";"....Italija";"55-59";41
"2017";"Tuji državljani";"....Italija";"60-64";26
"2017";"Tuji državljani";"....Italija";"65 +";47
"2017";"Tuji državljani";"....Nemèija";"0-14";5
"2017";"Tuji državljani";"....Nemèija";"15-19";4
"2017";"Tuji državljani";"....Nemèija";"20-24";0
"2017";"Tuji državljani";"....Nemèija";"25-29";6
"2017";"Tuji državljani";"....Nemèija";"30-34";12
"2017";"Tuji državljani";"....Nemèija";"35-39";10
"2017";"Tuji državljani";"....Nemèija";"40-44";10
"2017";"Tuji državljani";"....Nemèija";"45-49";10
"2017";"Tuji državljani";"....Nemèija";"50-54";8
"2017";"Tuji državljani";"....Nemèija";"55-59";10
"2017";"Tuji državljani";"....Nemèija";"60-64";12
"2017";"Tuji državljani";"....Nemèija";"65 +";34
"2017";"Tuji državljani";"....Slovaška";"0-14";6
"2017";"Tuji državljani";"....Slovaška";"15-19";0
"2017";"Tuji državljani";"....Slovaška";"20-24";5
"2017";"Tuji državljani";"....Slovaška";"25-29";14
"2017";"Tuji državljani";"....Slovaška";"30-34";13
"2017";"Tuji državljani";"....Slovaška";"35-39";2
"2017";"Tuji državljani";"....Slovaška";"40-44";7
"2017";"Tuji državljani";"....Slovaška";"45-49";7
"2017";"Tuji državljani";"....Slovaška";"50-54";4
"2017";"Tuji državljani";"....Slovaška";"55-59";4
"2017";"Tuji državljani";"....Slovaška";"60-64";1
"2017";"Tuji državljani";"....Slovaška";"65 +";1
"2017";"Tuji državljani";"....Združeno kraljestvo";"0-14";2
"2017";"Tuji državljani";"....Združeno kraljestvo";"15-19";2
"2017";"Tuji državljani";"....Združeno kraljestvo";"20-24";5
"2017";"Tuji državljani";"....Združeno kraljestvo";"25-29";4
"2017";"Tuji državljani";"....Združeno kraljestvo";"30-34";14
"2017";"Tuji državljani";"....Združeno kraljestvo";"35-39";8
"2017";"Tuji državljani";"....Združeno kraljestvo";"40-44";9
"2017";"Tuji državljani";"....Združeno kraljestvo";"45-49";13
"2017";"Tuji državljani";"....Združeno kraljestvo";"50-54";6
"2017";"Tuji državljani";"....Združeno kraljestvo";"55-59";8
"2017";"Tuji državljani";"....Združeno kraljestvo";"60-64";5
"2017";"Tuji državljani";"....Združeno kraljestvo";"65 +";10
"2017";"Tuji državljani";"....ostale države èlanice EU";"0-14";36
"2017";"Tuji državljani";"....ostale države èlanice EU";"15-19";11
"2017";"Tuji državljani";"....ostale države èlanice EU";"20-24";38
"2017";"Tuji državljani";"....ostale države èlanice EU";"25-29";62
"2017";"Tuji državljani";"....ostale države èlanice EU";"30-34";66
"2017";"Tuji državljani";"....ostale države èlanice EU";"35-39";47
"2017";"Tuji državljani";"....ostale države èlanice EU";"40-44";51
"2017";"Tuji državljani";"....ostale države èlanice EU";"45-49";35
"2017";"Tuji državljani";"....ostale države èlanice EU";"50-54";21
"2017";"Tuji državljani";"....ostale države èlanice EU";"55-59";12
"2017";"Tuji državljani";"....ostale države èlanice EU";"60-64";7
"2017";"Tuji državljani";"....ostale države èlanice EU";"65 +";8
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"0-14";167
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"15-19";41
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"20-24";36
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"25-29";83
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"30-34";92
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"35-39";97
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"40-44";100
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"45-49";65
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"50-54";52
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"55-59";32
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"60-64";24
"2017";"Tuji državljani";"- Druge evropske države - SKUPAJ";"65 +";34
"2017";"Tuji državljani";"....Ruska federacija";"0-14";103
"2017";"Tuji državljani";"....Ruska federacija";"15-19";24
"2017";"Tuji državljani";"....Ruska federacija";"20-24";15
"2017";"Tuji državljani";"....Ruska federacija";"25-29";41
"2017";"Tuji državljani";"....Ruska federacija";"30-34";42
"2017";"Tuji državljani";"....Ruska federacija";"35-39";53
"2017";"Tuji državljani";"....Ruska federacija";"40-44";64
"2017";"Tuji državljani";"....Ruska federacija";"45-49";44
"2017";"Tuji državljani";"....Ruska federacija";"50-54";34
"2017";"Tuji državljani";"....Ruska federacija";"55-59";17
"2017";"Tuji državljani";"....Ruska federacija";"60-64";17
"2017";"Tuji državljani";"....Ruska federacija";"65 +";18
"2017";"Tuji državljani";"....Švica";"0-14";0
"2017";"Tuji državljani";"....Švica";"15-19";0
"2017";"Tuji državljani";"....Švica";"20-24";0
"2017";"Tuji državljani";"....Švica";"25-29";2
"2017";"Tuji državljani";"....Švica";"30-34";2
"2017";"Tuji državljani";"....Švica";"35-39";1
"2017";"Tuji državljani";"....Švica";"40-44";2
"2017";"Tuji državljani";"....Švica";"45-49";0
"2017";"Tuji državljani";"....Švica";"50-54";2
"2017";"Tuji državljani";"....Švica";"55-59";1
"2017";"Tuji državljani";"....Švica";"60-64";4
"2017";"Tuji državljani";"....Švica";"65 +";8
"2017";"Tuji državljani";"....Ukrajina";"0-14";48
"2017";"Tuji državljani";"....Ukrajina";"15-19";14
"2017";"Tuji državljani";"....Ukrajina";"20-24";17
"2017";"Tuji državljani";"....Ukrajina";"25-29";25
"2017";"Tuji državljani";"....Ukrajina";"30-34";39
"2017";"Tuji državljani";"....Ukrajina";"35-39";37
"2017";"Tuji državljani";"....Ukrajina";"40-44";32
"2017";"Tuji državljani";"....Ukrajina";"45-49";16
"2017";"Tuji državljani";"....Ukrajina";"50-54";16
"2017";"Tuji državljani";"....Ukrajina";"55-59";12
"2017";"Tuji državljani";"....Ukrajina";"60-64";3
"2017";"Tuji državljani";"....Ukrajina";"65 +";6
"2017";"Tuji državljani";"....ostale evropske države";"0-14";16
"2017";"Tuji državljani";"....ostale evropske države";"15-19";3
"2017";"Tuji državljani";"....ostale evropske države";"20-24";4
"2017";"Tuji državljani";"....ostale evropske države";"25-29";15
"2017";"Tuji državljani";"....ostale evropske države";"30-34";9
"2017";"Tuji državljani";"....ostale evropske države";"35-39";6
"2017";"Tuji državljani";"....ostale evropske države";"40-44";2
"2017";"Tuji državljani";"....ostale evropske države";"45-49";5
"2017";"Tuji državljani";"....ostale evropske države";"50-54";0
"2017";"Tuji državljani";"....ostale evropske države";"55-59";2
"2017";"Tuji državljani";"....ostale evropske države";"60-64";0
"2017";"Tuji državljani";"....ostale evropske države";"65 +";2
"2017";"Tuji državljani";"AFRIKA";"0-14";7
"2017";"Tuji državljani";"AFRIKA";"15-19";8
"2017";"Tuji državljani";"AFRIKA";"20-24";12
"2017";"Tuji državljani";"AFRIKA";"25-29";23
"2017";"Tuji državljani";"AFRIKA";"30-34";18
"2017";"Tuji državljani";"AFRIKA";"35-39";12
"2017";"Tuji državljani";"AFRIKA";"40-44";8
"2017";"Tuji državljani";"AFRIKA";"45-49";4
"2017";"Tuji državljani";"AFRIKA";"50-54";3
"2017";"Tuji državljani";"AFRIKA";"55-59";3
"2017";"Tuji državljani";"AFRIKA";"60-64";1
"2017";"Tuji državljani";"AFRIKA";"65 +";0
"2017";"Tuji državljani";"AZIJA";"0-14";108
"2017";"Tuji državljani";"AZIJA";"15-19";36
"2017";"Tuji državljani";"AZIJA";"20-24";69
"2017";"Tuji državljani";"AZIJA";"25-29";66
"2017";"Tuji državljani";"AZIJA";"30-34";77
"2017";"Tuji državljani";"AZIJA";"35-39";59
"2017";"Tuji državljani";"AZIJA";"40-44";47
"2017";"Tuji državljani";"AZIJA";"45-49";28
"2017";"Tuji državljani";"AZIJA";"50-54";16
"2017";"Tuji državljani";"AZIJA";"55-59";12
"2017";"Tuji državljani";"AZIJA";"60-64";6
"2017";"Tuji državljani";"AZIJA";"65 +";4
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"0-14";18
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"15-19";4
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"20-24";13
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"25-29";18
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"30-34";20
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"35-39";8
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"40-44";16
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"45-49";7
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"50-54";6
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"55-59";3
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"60-64";5
"2017";"Tuji državljani";"SEVERNA IN SREDNJA AMERIKA";"65 +";6
"2017";"Tuji državljani";"JUŽNA AMERIKA";"0-14";7
"2017";"Tuji državljani";"JUŽNA AMERIKA";"15-19";4
"2017";"Tuji državljani";"JUŽNA AMERIKA";"20-24";6
"2017";"Tuji državljani";"JUŽNA AMERIKA";"25-29";14
"2017";"Tuji državljani";"JUŽNA AMERIKA";"30-34";10
"2017";"Tuji državljani";"JUŽNA AMERIKA";"35-39";7
"2017";"Tuji državljani";"JUŽNA AMERIKA";"40-44";3
"2017";"Tuji državljani";"JUŽNA AMERIKA";"45-49";3
"2017";"Tuji državljani";"JUŽNA AMERIKA";"50-54";1
"2017";"Tuji državljani";"JUŽNA AMERIKA";"55-59";0
"2017";"Tuji državljani";"JUŽNA AMERIKA";"60-64";0
"2017";"Tuji državljani";"JUŽNA AMERIKA";"65 +";2
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"0-14";3
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"15-19";0
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"20-24";2
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"25-29";2
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"30-34";1
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"35-39";0
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"40-44";2
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"45-49";3
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"50-54";2
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"55-59";1
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"60-64";1
"2017";"Tuji državljani";"AVSTRALIJA IN OCEANIJA";"65 +";4
"2018";"Tuji državljani";"....Bosna in Hercegovina";"0-14";1233
"2018";"Tuji državljani";"....Bosna in Hercegovina";"15-19";531
"2018";"Tuji državljani";"....Bosna in Hercegovina";"20-24";2526
"2018";"Tuji državljani";"....Bosna in Hercegovina";"25-29";2098
"2018";"Tuji državljani";"....Bosna in Hercegovina";"30-34";1734
"2018";"Tuji državljani";"....Bosna in Hercegovina";"35-39";1396
"2018";"Tuji državljani";"....Bosna in Hercegovina";"40-44";1038
"2018";"Tuji državljani";"....Bosna in Hercegovina";"45-49";613
"2018";"Tuji državljani";"....Bosna in Hercegovina";"50-54";381
"2018";"Tuji državljani";"....Bosna in Hercegovina";"55-59";150
"2018";"Tuji državljani";"....Bosna in Hercegovina";"60-64";35
"2018";"Tuji državljani";"....Bosna in Hercegovina";"65 +";33
"2018";"Tuji državljani";"....Èrna gora";"0-14";10
"2018";"Tuji državljani";"....Èrna gora";"15-19";8
"2018";"Tuji državljani";"....Èrna gora";"20-24";25
"2018";"Tuji državljani";"....Èrna gora";"25-29";16
"2018";"Tuji državljani";"....Èrna gora";"30-34";8
"2018";"Tuji državljani";"....Èrna gora";"35-39";5
"2018";"Tuji državljani";"....Èrna gora";"40-44";6
"2018";"Tuji državljani";"....Èrna gora";"45-49";7
"2018";"Tuji državljani";"....Èrna gora";"50-54";0
"2018";"Tuji državljani";"....Èrna gora";"55-59";3
"2018";"Tuji državljani";"....Èrna gora";"60-64";1
"2018";"Tuji državljani";"....Èrna gora";"65 +";1
"2018";"Tuji državljani";"....Kosovo";"0-14";374
"2018";"Tuji državljani";"....Kosovo";"15-19";211
"2018";"Tuji državljani";"....Kosovo";"20-24";484
"2018";"Tuji državljani";"....Kosovo";"25-29";456
"2018";"Tuji državljani";"....Kosovo";"30-34";311
"2018";"Tuji državljani";"....Kosovo";"35-39";213
"2018";"Tuji državljani";"....Kosovo";"40-44";180
"2018";"Tuji državljani";"....Kosovo";"45-49";111
"2018";"Tuji državljani";"....Kosovo";"50-54";54
"2018";"Tuji državljani";"....Kosovo";"55-59";27
"2018";"Tuji državljani";"....Kosovo";"60-64";13
"2018";"Tuji državljani";"....Kosovo";"65 +";17
"2018";"Tuji državljani";"....Severna Makedonija";"0-14";185
"2018";"Tuji državljani";"....Severna Makedonija";"15-19";174
"2018";"Tuji državljani";"....Severna Makedonija";"20-24";336
"2018";"Tuji državljani";"....Severna Makedonija";"25-29";235
"2018";"Tuji državljani";"....Severna Makedonija";"30-34";173
"2018";"Tuji državljani";"....Severna Makedonija";"35-39";124
"2018";"Tuji državljani";"....Severna Makedonija";"40-44";116
"2018";"Tuji državljani";"....Severna Makedonija";"45-49";102
"2018";"Tuji državljani";"....Severna Makedonija";"50-54";77
"2018";"Tuji državljani";"....Severna Makedonija";"55-59";26
"2018";"Tuji državljani";"....Severna Makedonija";"60-64";22
"2018";"Tuji državljani";"....Severna Makedonija";"65 +";13
"2018";"Tuji državljani";"....Srbija";"0-14";200
"2018";"Tuji državljani";"....Srbija";"15-19";79
"2018";"Tuji državljani";"....Srbija";"20-24";250
"2018";"Tuji državljani";"....Srbija";"25-29";398
"2018";"Tuji državljani";"....Srbija";"30-34";502
"2018";"Tuji državljani";"....Srbija";"35-39";500
"2018";"Tuji državljani";"....Srbija";"40-44";547
"2018";"Tuji državljani";"....Srbija";"45-49";415
"2018";"Tuji državljani";"....Srbija";"50-54";257
"2018";"Tuji državljani";"....Srbija";"55-59";121
"2018";"Tuji državljani";"....Srbija";"60-64";39
"2018";"Tuji državljani";"....Srbija";"65 +";15
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"0-14";174
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"15-19";121
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"20-24";331
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"25-29";389
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"30-34";368
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"35-39";333
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"40-44";301
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"45-49";283
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"50-54";250
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"55-59";169
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"60-64";116
"2018";"Tuji državljani";" - Države EU - SKUPAJ";"65 +";180
"2018";"Tuji državljani";"....Avstrija";"0-14";5
"2018";"Tuji državljani";"....Avstrija";"15-19";1
"2018";"Tuji državljani";"....Avstrija";"20-24";6
"2018";"Tuji državljani";"....Avstrija";"25-29";8
"2018";"Tuji državljani";"....Avstrija";"30-34";5
"2018";"Tuji državljani";"....Avstrija";"35-39";7
"2018";"Tuji državljani";"....Avstrija";"40-44";9
"2018";"Tuji državljani";"....Avstrija";"45-49";14
"2018";"Tuji državljani";"....Avstrija";"50-54";13
"2018";"Tuji državljani";"....Avstrija";"55-59";11
"2018";"Tuji državljani";"....Avstrija";"60-64";13
"2018";"Tuji državljani";"....Avstrija";"65 +";16
"2018";"Tuji državljani";"....Belgija";"0-14";2
"2018";"Tuji državljani";"....Belgija";"15-19";0
"2018";"Tuji državljani";"....Belgija";"20-24";1
"2018";"Tuji državljani";"....Belgija";"25-29";4
"2018";"Tuji državljani";"....Belgija";"30-34";2
"2018";"Tuji državljani";"....Belgija";"35-39";1
"2018";"Tuji državljani";"....Belgija";"40-44";7
"2018";"Tuji državljani";"....Belgija";"45-49";1
"2018";"Tuji državljani";"....Belgija";"50-54";4
"2018";"Tuji državljani";"....Belgija";"55-59";2
"2018";"Tuji državljani";"....Belgija";"60-64";2
"2018";"Tuji državljani";"....Belgija";"65 +";1
"2018";"Tuji državljani";"....Bolgarija";"0-14";27
"2018";"Tuji državljani";"....Bolgarija";"15-19";21
"2018";"Tuji državljani";"....Bolgarija";"20-24";49
"2018";"Tuji državljani";"....Bolgarija";"25-29";65
"2018";"Tuji državljani";"....Bolgarija";"30-34";86
"2018";"Tuji državljani";"....Bolgarija";"35-39";76
"2018";"Tuji državljani";"....Bolgarija";"40-44";76
"2018";"Tuji državljani";"....Bolgarija";"45-49";84
"2018";"Tuji državljani";"....Bolgarija";"50-54";49
"2018";"Tuji državljani";"....Bolgarija";"55-59";29
"2018";"Tuji državljani";"....Bolgarija";"60-64";9
"2018";"Tuji državljani";"....Bolgarija";"65 +";2
"2018";"Tuji državljani";"....Hrvaška";"0-14";41
"2018";"Tuji državljani";"....Hrvaška";"15-19";55
"2018";"Tuji državljani";"....Hrvaška";"20-24";191
"2018";"Tuji državljani";"....Hrvaška";"25-29";164
"2018";"Tuji državljani";"....Hrvaška";"30-34";117
"2018";"Tuji državljani";"....Hrvaška";"35-39";111
"2018";"Tuji državljani";"....Hrvaška";"40-44";78
"2018";"Tuji državljani";"....Hrvaška";"45-49";63
"2018";"Tuji državljani";"....Hrvaška";"50-54";57
"2018";"Tuji državljani";"....Hrvaška";"55-59";40
"2018";"Tuji državljani";"....Hrvaška";"60-64";26
"2018";"Tuji državljani";"....Hrvaška";"65 +";35
"2018";"Tuji državljani";"....Italija";"0-14";35
"2018";"Tuji državljani";"....Italija";"15-19";26
"2018";"Tuji državljani";"....Italija";"20-24";27
"2018";"Tuji državljani";"....Italija";"25-29";40
"2018";"Tuji državljani";"....Italija";"30-34";41
"2018";"Tuji državljani";"....Italija";"35-39";43
"2018";"Tuji državljani";"....Italija";"40-44";51
"2018";"Tuji državljani";"....Italija";"45-49";54
"2018";"Tuji državljani";"....Italija";"50-54";59
"2018";"Tuji državljani";"....Italija";"55-59";39
"2018";"Tuji državljani";"....Italija";"60-64";28
"2018";"Tuji državljani";"....Italija";"65 +";42
"2018";"Tuji državljani";"....Nemèija";"0-14";11
"2018";"Tuji državljani";"....Nemèija";"15-19";4
"2018";"Tuji državljani";"....Nemèija";"20-24";9
"2018";"Tuji državljani";"....Nemèija";"25-29";11
"2018";"Tuji državljani";"....Nemèija";"30-34";18
"2018";"Tuji državljani";"....Nemèija";"35-39";22
"2018";"Tuji državljani";"....Nemèija";"40-44";21
"2018";"Tuji državljani";"....Nemèija";"45-49";19
"2018";"Tuji državljani";"....Nemèija";"50-54";19
"2018";"Tuji državljani";"....Nemèija";"55-59";13
"2018";"Tuji državljani";"....Nemèija";"60-64";19
"2018";"Tuji državljani";"....Nemèija";"65 +";53
"2018";"Tuji državljani";"....Slovaška";"0-14";7
"2018";"Tuji državljani";"....Slovaška";"15-19";1
"2018";"Tuji državljani";"....Slovaška";"20-24";1
